time,zhexi_in,xiaoxi_out,lengshuijiang_add,xinhua_add,zhexi_add
2016/4/1 15:00,347.024,374,0,0,0
2016/4/1 16:00,374.291,373,0,0,0
2016/4/1 17:00,402.379,374,0,0,0
2016/4/1 18:00,400.165,374,0,0,0
2016/4/1 19:00,406.62,374,0,0,0
2016/4/1 20:00,440.881,372,0,0,0
2016/4/1 21:00,421.803,374,0,0,0
2016/4/1 22:00,427.225,373,0,0,0
2016/4/1 23:00,448.134,371,0,0,0
2016/4/2 0:00,497.318,372,0,0,0
2016/4/2 1:00,483.279,348,0,0,0
2016/4/2 2:00,562.293,347,0,0,0
2016/4/2 3:00,519.028,347,0,0,0
2016/4/2 4:00,599.364,347,0,0,0
2016/4/2 5:00,597.932,346,0,0,0
2016/4/2 6:00,597.969,346,0,0,0
2016/4/2 7:00,630.464,347,0,0,0
2016/4/2 8:00,630.646,346,0,0,0
2016/4/2 9:00,654.894,348,0,0,0
2016/4/2 10:00,632.03,350,0,0,0
2016/4/2 11:00,589.86,350,0,0,0
2016/4/2 12:00,602.523,349,0,0,0
2016/4/2 13:00,647.127,350,0,0,0
2016/4/2 14:00,578.192,348,0,0,0
2016/4/2 15:00,553.732,349,0,0,0
2016/4/2 16:00,596.149,349,0,0,0
2016/4/2 17:00,586.517,348,0,0,0
2016/4/2 18:00,548.451,349,0,0,0
2016/4/2 19:00,548.919,348,0,0,0
2016/4/2 20:00,475.249,347,0,0,0
2016/4/2 21:00,578.397,347,0,0,0
2016/4/2 22:00,441.566,348,0,0,0
2016/4/2 23:00,455.021,348.0612978,0,0,0
2016/4/3 0:00,484.733,346.8683004,0,0,0
2016/4/3 1:00,504.887,344.419302,1,0,0
2016/4/3 2:00,573.41,340.7143025,0,0,1
2016/4/3 3:00,520.346,335.7533019,0,0,0
2016/4/3 4:00,590.695,329.5363002,0,0,0
2016/4/3 5:00,614.95,322.0632975,6,2,1
2016/4/3 6:00,593.74,313.3342937,2,2,0
2016/4/3 7:00,612.935,303.3492889,0,0,0
2016/4/3 8:00,606.591,293.4904411,0,0,0
2016/4/3 9:00,607.561,285.1399087,0,0,7
2016/4/3 10:00,604.64,278.2976916,0,0,14
2016/4/3 11:00,574.215,272.9637898,0,0,7
2016/4/3 12:00,641.695,269.1382032,0,0,3
2016/4/3 13:00,671.311,266.820932,0,0,1
2016/4/3 14:00,703.803,266.0119761,0,0,3
2016/4/3 15:00,704.925,266.7113355,0,0,0
2016/4/3 16:00,708.464,269,8,8,3
2016/4/3 17:00,739.731,271,4,2,5
2016/4/3 18:00,739.741,270,2,2,3
2016/4/3 19:00,735.701,309,0,0,1
2016/4/3 20:00,660.055,659,1,0,0
2016/4/3 21:00,800.652,668,0,0,0
2016/4/3 22:00,882.842,662,1,0,0
2016/4/3 23:00,842.986,566,0,0,0
2016/4/4 0:00,872.46,435,0,0,0
2016/4/4 1:00,827.19,364,0,0,0
2016/4/4 2:00,950.716,357,0,0,0
2016/4/4 3:00,887.589,358,0,0,0
2016/4/4 4:00,851.515,357,0,0,0
2016/4/4 5:00,936.999,358,0,0,0
2016/4/4 6:00,953.919,353,0,0,0
2016/4/4 7:00,967.06,354,0,0,0
2016/4/4 8:00,992.612,452,0,1,0
2016/4/4 9:00,1049.384,597,0,0,0
2016/4/4 10:00,1088.597,598,0,0,0
2016/4/4 11:00,1088.628,598,0,0,0
2016/4/4 12:00,1121.063,597,0,0,0
2016/4/4 13:00,1107.899,643,0,0,0
2016/4/4 14:00,1082.382,721,0,0,0
2016/4/4 15:00,1058.193,711,0,0,0
2016/4/4 16:00,1019.241,659,0,0,0
2016/4/4 17:00,973.885,659,0,0,0
2016/4/4 18:00,973.144,670,0,0,0
2016/4/4 19:00,973.069,612,0,0,0
2016/4/4 20:00,896.783,610,0,0,0
2016/4/4 21:00,878.443,612,0,0,0
2016/4/4 22:00,874.95,612,0,0,0
2016/4/4 23:00,920.513,617,0,0,0
2016/4/5 0:00,888.989,617,0,0,0
2016/4/5 1:00,889.108,341,0,0,0
2016/4/5 2:00,965.371,435,0,0,0
2016/4/5 3:00,983.663,436,0,0,0
2016/4/5 4:00,1019.481,439,0,0,0
2016/4/5 5:00,1019.045,438,0,0,0
2016/4/5 6:00,1019.06,439,0,0,0
2016/4/5 7:00,1019.009,542,0,0,0
2016/4/5 8:00,1019.007,711,0,0,0
2016/4/5 9:00,986.598,662,0,0,0
2016/4/5 10:00,954.206,655,0,0,0
2016/4/5 11:00,929.287,500,0,0,0
2016/4/5 12:00,888.878,485,0,0,0
2016/4/5 13:00,888.847,485,0,0,0
2016/4/5 14:00,824.025,488,0,0,0
2016/4/5 15:00,791.599,489,0,0,0
2016/4/5 16:00,759.221,488,0,0,0
2016/4/5 17:00,692.841,494,0,0,0
2016/4/5 18:00,725.346,492,0,0,0
2016/4/5 19:00,721.827,492,0,0,0
2016/4/5 20:00,696.839,493,0,0,0
2016/4/5 21:00,716.354,493,0,0,0
2016/4/5 22:00,767.046,495,0,0,0
2016/4/5 23:00,858.531,500,0,0,0
2016/4/6 0:00,769.032,499,0,0,0
2016/4/6 1:00,772.584,294,0,0,0
2016/4/6 2:00,797.383,275,0,0,0
2016/4/6 3:00,810.314,276,0,0,0
2016/4/6 4:00,791.979,275,0,0,8
2016/4/6 5:00,791.995,276,0,0,2
2016/4/6 6:00,792.144,276,0,0,1
2016/4/6 7:00,824.55,274,0,0,2
2016/4/6 8:00,760.173,273,2,0,1
2016/4/6 9:00,752.996,414,0,0,0
2016/4/6 10:00,638.774,425,0,0,0
2016/4/6 11:00,719.364,425,0,0,0
2016/4/6 12:00,570.794,426,0,0,0
2016/4/6 13:00,649.947,426,0,0,0
2016/4/6 14:00,608.515,424,0,0,0
2016/4/6 15:00,560.851,426,0,0,0
2016/4/6 16:00,561.221,426,0,0,0
2016/4/6 17:00,486.902,427,0,0,1
2016/4/6 18:00,475.106,524,0,0,2
2016/4/6 19:00,387.69,547,0,0,20
2016/4/6 20:00,420.044,550,0,1,3
2016/4/6 21:00,518.684,549,4,6,2
2016/4/6 22:00,699.703,549,2,2,2
2016/4/6 23:00,750.654,553,12,8,4
2016/4/7 0:00,923.872,554,12,10,2
2016/4/7 1:00,946.934,319,4,4,1
2016/4/7 2:00,1090.947,295,10,4,0
2016/4/7 3:00,1198.706,427,2,0,0
2016/4/7 4:00,1137.608,430,0,0,0
2016/4/7 5:00,1198.584,430,0,0,0
2016/4/7 6:00,1315.857,430,0,0,0
2016/4/7 7:00,1412.471,430,0,0,0
2016/4/7 8:00,1477.568,430,0,1,0
2016/4/7 9:00,1403.493,430,0,0,0
2016/4/7 10:00,1470.768,428,0,0,0
2016/4/7 11:00,1417.442,430,0,0,0
2016/4/7 12:00,1273.422,429,0,0,0
2016/4/7 13:00,1400.537,430,0,0,0
2016/4/7 14:00,1308.827,539,0,0,0
2016/4/7 15:00,1373.222,652,2,1,0
2016/4/7 16:00,1298.604,662,0,2,0
2016/4/7 17:00,1266.948,644,0,0,0
2016/4/7 18:00,1236.219,647,0,0,0
2016/4/7 19:00,1133.417,713,0,0,0
2016/4/7 20:00,1183.707,835,1,0,0
2016/4/7 21:00,1068.34,873,0,0,0
2016/4/7 22:00,1078.206,873,0,0,0
2016/4/7 23:00,1183.1,877,0,0,0
2016/4/8 0:00,1224.589,812,0,0,0
2016/4/8 1:00,1237.49,812,0,0,0
2016/4/8 2:00,1194.681,813,0,0,0
2016/4/8 3:00,1243.17,812,0,0,0
2016/4/8 4:00,1201.427,876,0,0,0
2016/4/8 5:00,1170.754,990,0,0,0
2016/4/8 6:00,1226.638,1271,0,0,0
2016/4/8 7:00,1089.54,1271,0,0,0
2016/4/8 8:00,1208.467,1210,0,0,0
2016/4/8 9:00,1115.879,1160,0,0,0
2016/4/8 10:00,1153.686,1164,0,0,0
2016/4/8 11:00,1097.297,1228,0,0,0
2016/4/8 12:00,1074.531,1288,0,0,0
2016/4/8 13:00,1201.533,1292,0,0,0
2016/4/8 14:00,1155.079,1292,0,0,0
2016/4/8 15:00,1237.359,1358,0,0,0
2016/4/8 16:00,1234.531,1360,0,0,0
2016/4/8 17:00,1319.757,1358,0,0,0
2016/4/8 18:00,1400.489,1358,0,0,0
2016/4/8 19:00,1404.976,1161,0,0,0
2016/4/8 20:00,1493.906,1159,0,1,0
2016/4/8 21:00,1502.696,1092,0,0,0
2016/4/8 22:00,1537.335,1088,0,0,0
2016/4/8 23:00,1587.848,1016,0,0,0
2016/4/9 0:00,1563.553,1015,0,0,0
2016/4/9 1:00,1677.524,1015,0,0,0
2016/4/9 2:00,1738.302,1016,0,0,0
2016/4/9 3:00,1688.736,879,0,0,0
2016/4/9 4:00,1801.992,913,0,0,2
2016/4/9 5:00,1830.887,913,4,11,2
2016/4/9 6:00,1900.808,913,16,8,3
2016/4/9 7:00,1777.8,873,4,6,4
2016/4/9 8:00,1743.847,939,18,10,4
2016/4/9 9:00,1643.509,952,4,4,3
2016/4/9 10:00,1601.652,955,2,4,5
2016/4/9 11:00,1677.326,953,4,2,3
2016/4/9 12:00,1623.805,957,6,8,0
2016/4/9 13:00,1708.767,957,0,2,1
2016/4/9 14:00,1633.798,1008,4,2,0
2016/4/9 15:00,1757.333,1028,0,0,0
2016/4/9 16:00,1841.089,1090,2,0,0
2016/4/9 17:00,1915.045,1412,8,4,1
2016/4/9 18:00,2047.066,1413,0,4,0
2016/4/9 19:00,2214.142,1418,2,10,0
2016/4/9 20:00,2415.422,1415,1,0,0
2016/4/9 21:00,2640.215,1415,0,0,0
2016/4/9 22:00,2838.593,1542,1,2,0
2016/4/9 23:00,3041.366,1558,0,0,0
2016/4/10 0:00,3289.375,1557,0,0,0
2016/4/10 1:00,3386.069,1623,0,0,0
2016/4/10 2:00,3640.424,1624,0,0,0
2016/4/10 3:00,3718.408,1625,0,0,0
2016/4/10 4:00,3809.875,1693,0,0,0
2016/4/10 5:00,3916.784,1885,0,0,0
2016/4/10 6:00,3914.915,1879,0,0,0
2016/4/10 7:00,3839.249,1751,0,0,0
2016/4/10 8:00,3829.674,1672,1,0,0
2016/4/10 9:00,3729.251,1731,0,0,0
2016/4/10 10:00,3725.57,1754,0,0,0
2016/4/10 11:00,3519.035,1753,0,0,0
2016/4/10 12:00,3403.279,1878,0,0,0
2016/4/10 13:00,3316.71,1637,0,0,0
2016/4/10 14:00,3332.47,1638,0,0,0
2016/4/10 15:00,3393.652,1636,0,0,0
2016/4/10 16:00,3184.886,1528,0,0,0
2016/4/10 17:00,3089.968,1496,0,0,0
2016/4/10 18:00,3121.352,1492,0,0,0
2016/4/10 19:00,2980.637,1263,0,0,0
2016/4/10 20:00,2936.772,1398,0,0,0
2016/4/10 21:00,2861.658,1314,0,0,0
2016/4/10 22:00,2878.972,1160,0,0,0
2016/4/10 23:00,2989.629,1159,0,0,0
2016/4/11 0:00,2911.454,1155,0,0,0
2016/4/11 1:00,2902.336,1232,0,0,0
2016/4/11 2:00,2828.145,1231,0,0,0
2016/4/11 3:00,2742.185,1156,0,0,0
2016/4/11 4:00,2640.509,1088,0,0,0
2016/4/11 5:00,2529.947,960,0,0,0
2016/4/11 6:00,2442.912,901,0,0,0
2016/4/11 7:00,2162.837,893,0,0,0
2016/4/11 8:00,2230.273,951,0,0,0
2016/4/11 9:00,1993.658,1079,0,0,0
2016/4/11 10:00,1970.439,1143,0,0,0
2016/4/11 11:00,1977.07,955,0,0,0
2016/4/11 12:00,1781.688,899,0,0,0
2016/4/11 13:00,1974.48,882,0,0,0
2016/4/11 14:00,1751.629,942,0,0,0
2016/4/11 15:00,1802.924,943,0,0,0
2016/4/11 16:00,1615.028,879,0,0,0
2016/4/11 17:00,1602.753,743,0,0,0
2016/4/11 18:00,1600.284,740,0,0,0
2016/4/11 19:00,1499.421,1063,0,0,0
2016/4/11 20:00,1490.191,960,0,0,0
2016/4/11 21:00,1480.697,843,0,0,0
2016/4/11 22:00,1513.267,877,0,0,0
2016/4/11 23:00,1495.236,878,0,0,0
2016/4/12 0:00,1526.656,812,0,0,0
2016/4/12 1:00,1473.676,777,0,0,0
2016/4/12 2:00,1462.102,748,0,0,0
2016/4/12 3:00,1488.792,740,0,0,0
