time,zhexi_in,xiaoxi_out,lengshuijiang_add,xinhua_add,zhexi_add
2017/4/2 3:00,885.355,531.85,0,0,0
2017/4/2 4:00,849.82,531.88,0,0,0
2017/4/2 5:00,797.316,530.67,0,0,0
2017/4/2 6:00,787.862,530.79,0,0,0
2017/4/2 7:00,770.488,531.12,0,0,0
2017/4/2 8:00,815.961,507.67,0,0,0
2017/4/2 9:00,860.977,298.76,0,0,0
2017/4/2 10:00,725.328,221.04,0,0,0
2017/4/2 11:00,915.356,496.89,0,0,0
2017/4/2 12:00,715.427,557.61,0,0,0
2017/4/2 13:00,754.27,494.09,0,0,0
2017/4/2 14:00,830.612,223.27,0,0,0
2017/4/2 15:00,727.082,222.03,0,0,0
2017/4/2 16:00,795.162,306.5,0,0,0
2017/4/2 17:00,618.074,432.05,0,0,0
2017/4/2 18:00,799.953,431.71,0,0,0
2017/4/2 19:00,725.279,504,0,0,0
2017/4/2 20:00,556.108,639.35,0,0,0
2017/4/2 21:00,632.698,663.2,0,0,0
2017/4/2 22:00,491.647,551.34,0,0,0
2017/4/2 23:00,462.691,517.65,0,0,0
2017/4/3 0:00,539.823,517.55,0,0,0
2017/4/3 1:00,460.253,441,0,0,0
2017/4/3 2:00,606.526,435.21,0,0,0
2017/4/3 3:00,562.782,435.68,0,0,0
2017/4/3 4:00,634.848,434.99,0,0,0
2017/4/3 5:00,666.64,434.57,0,0,0
2017/4/3 6:00,595.672,434.3,0,0,0
2017/4/3 7:00,684.512,434.85,0,0,0
2017/4/3 8:00,703.193,438.21,0,0,0
2017/4/3 9:00,727.594,442.87,0,0,0
2017/4/3 10:00,729.086,321.69,0,0,0
2017/4/3 11:00,807.936,272.8,0,0,0
2017/4/3 12:00,756.48,291.28,0,0,0
2017/4/3 13:00,746.22,272.38,0,0,0
2017/4/3 14:00,629.36,272.31,0,0,0
2017/4/3 15:00,640.396,301.7,0,0,0
2017/4/3 16:00,652.881,434.56,0,0,0
2017/4/3 17:00,543.522,435.79,0,0,0
2017/4/3 18:00,561.586,434.9,0,0,0
2017/4/3 19:00,571.528,434.79,0,0,0
2017/4/3 20:00,624.831,482.7,0,0,0
2017/4/3 21:00,585.283,487.61,0,0,0
2017/4/3 22:00,641.789,487.51,0,0,0
2017/4/3 23:00,631.685,487.44,0,0,0
2017/4/4 0:00,647.002,487.5,0,0,0
2017/4/4 1:00,606.34,363.43,0,0,0
2017/4/4 2:00,655.043,349.97,0,0,0
2017/4/4 3:00,632.295,349.4,0,0,0
2017/4/4 4:00,570.016,350.45,0,0,0
2017/4/4 5:00,619.809,350.1,0,0,0
2017/4/4 6:00,612.11,348.99,0,0,0
2017/4/4 7:00,656.529,350.01,0,0,0
2017/4/4 8:00,629.161,350.28,0,0,0
2017/4/4 9:00,691.625,350.15,0,0,0
2017/4/4 10:00,687.509,372.26,0,0,0
2017/4/4 11:00,679.447,376.67,0,0,0
2017/4/4 12:00,713.153,375.39,0,0,0
2017/4/4 13:00,659.326,375.95,0,0,0
2017/4/4 14:00,684.166,376.78,0,0,0
