time,zhexi_in,xiaoxi_out,lengshuijiang_add,xinhua_add,zhexi_add
2018/1/1 2:00,129.915,56.65,0,0,0
2018/1/1 3:00,193.913,56.5,0,0,0
2018/1/1 4:00,31.116,56.55,0,0,0
2018/1/1 5:00,30,56.45,1,0,0
2018/1/1 6:00,125.091,56.3,0,0,0
2018/1/1 7:00,286.793,56.3,0,0,0
2018/1/1 8:00,119.056,57,0,1,0
2018/1/1 9:00,30,58.4,0,0,0
2018/1/1 10:00,62.47,57.55,0,0,0
2018/1/1 11:00,227.939,56.35,0,0,0
2018/1/1 12:00,122.014,56.45,0,0,0
2018/1/1 13:00,30,56.7,0,0,0
2018/1/1 14:00,32.098,56.86,0,0,0
2018/1/1 15:00,147.551,56.87,0,0,0
2018/1/1 16:00,102.938,56.96,0,0,0
2018/1/1 17:00,61.578,57.18,0,0,0
2018/1/1 18:00,99.97,57.38,0,0,0
2018/1/1 19:00,70.685,202.09,0,0,0
2018/1/1 20:00,68.841,205.44,0,0,0
2018/1/1 21:00,114.777,205.17,0,0,0
2018/1/1 22:00,87.831,205.53,0,0,0
2018/1/1 23:00,94.664,205.58,0,0,0
2018/1/2 0:00,105.934,206.57,0,0,0
2018/1/2 1:00,70.487,94.07,0,0,0
2018/1/2 2:00,122.447,56.8,0,0,0
2018/1/2 3:00,30,56.65,0,0,0
2018/1/2 4:00,60.731,56.8,0,0,0
2018/1/2 5:00,30,56.85,0,0,0
2018/1/2 6:00,30,56.95,0,0,0
2018/1/2 7:00,39.244,56.8,0,0,0
2018/1/2 8:00,132.07,57.7,0,0,0
2018/1/2 9:00,190.827,59.45,0,0,0
2018/1/2 10:00,207.382,59.65,0,0,0
2018/1/2 11:00,49.32,57.75,0,0,0
2018/1/2 12:00,30,57,0,0,0
2018/1/2 13:00,194.888,57.1,0,0,0
2018/1/2 14:00,157.162,57.35,0,0,0
2018/1/2 15:00,30,56.95,0,0,0
2018/1/2 16:00,30,56.75,0,0,0
2018/1/2 17:00,234.141,56.85,0,0,0
2018/1/2 18:00,185.675,57.05,0,0,1
2018/1/2 19:00,30,148.83,0,0,0
2018/1/2 20:00,38.041,156.88,0,0,1
2018/1/2 21:00,210.983,157.43,0,0,0
2018/1/2 22:00,93.664,156.86,0,0,0
2018/1/2 23:00,74.149,156.84,0,0,0
2018/1/3 0:00,115.616,158.18,0,0,1
2018/1/3 1:00,103.119,93.46,0,0,0
2018/1/3 2:00,72.054,56.35,0,0,1
2018/1/3 3:00,41.94,56.75,2,0,0
2018/1/3 4:00,62.626,56.6,0,0,0
2018/1/3 5:00,83.312,56.8,0,0,0
2018/1/3 6:00,69.951,56.95,0,0,1
2018/1/3 7:00,114.706,56.9,0,0,1
2018/1/3 8:00,114.541,56.9,0,1,0
2018/1/3 9:00,135.081,56.8,0,0,1
2018/1/3 10:00,177.161,59,0,0,1
2018/1/3 11:00,154.943,58.9,0,0,0
2018/1/3 12:00,215.038,57.6,0,0,0
2018/1/3 13:00,205.264,57.85,0,0,0
2018/1/3 14:00,182.303,57.95,0,0,0
2018/1/3 15:00,85.078,58.1,0,0,0
2018/1/3 16:00,94.287,58.35,0,0,0
2018/1/3 17:00,138.185,58.6,0,0,1
2018/1/3 18:00,30,169.15,0,0,0
2018/1/3 19:00,30,183.84,0,0,0
2018/1/3 20:00,30,184.01,0,0,0
2018/1/3 21:00,143.893,183.96,0,0,0
2018/1/3 22:00,184.352,184.01,0,0,1
2018/1/3 23:00,50.159,184.16,0,0,3
2018/1/4 0:00,107.884,184.56,2,0,2
2018/1/4 1:00,151.522,87.7,2,2,1
2018/1/4 2:00,199.817,68.16,0,0,1
