time,zhexi_in,xiaoxi_out,lengshuijiang_add,xinhua_add,zhexi_add
2016/7/2 0:00,523.029,209.09,0,0,4
2016/7/2 1:00,399.361,280.17,1,0,1
2016/7/2 2:00,368.561,284.98,2,3,27
2016/7/2 3:00,422.977,284.83,4,2,10
2016/7/2 4:00,440.123,285.77,0,0,1
2016/7/2 5:00,502.718,286.26,0,0,0
2016/7/2 6:00,479.136,286.33,0,0,0
2016/7/2 7:00,509.731,287.53,0,0,0
2016/7/2 8:00,636.562,267.08,0,0,0
2016/7/2 9:00,610.516,287.98,0,0,0
2016/7/2 10:00,431.593,287.72,0,0,0
2016/7/2 11:00,542.124,285.52,0,2,0
2016/7/2 12:00,441.287,319.55,16,0,0
2016/7/2 13:00,652.97,509.79,0,0,0
2016/7/2 14:00,442.382,487.46,4,6,0
2016/7/2 15:00,496.158,492.13,4,10,0
2016/7/2 16:00,605.929,492.2,16,6,0
2016/7/2 17:00,552.414,491.35,18,0,0
2016/7/2 18:00,507.697,397.32,2,0,0
2016/7/2 19:00,277.924,388.48,0,2,1
2016/7/2 20:00,422.629,490.99,5,4,0
2016/7/2 21:00,452.304,614.7,0,0,3
2016/7/2 22:00,649.194,413.14,0,2,0
2016/7/2 23:00,582.303,288.04,4,22,0
2016/7/3 0:00,899.012,403.63,4,12,0
2016/7/3 1:00,1043.152,619.91,2,6,2
2016/7/3 2:00,1189.768,710.23,0,2,3
2016/7/3 3:00,1342.478,841.89,2,0,0
2016/7/3 4:00,1529.424,871.6,4,8,1
2016/7/3 5:00,1919.535,846.13,8,14,1
2016/7/3 6:00,2166.261,869.92,4,0,0
2016/7/3 7:00,2468.045,736.68,0,0,0
2016/7/3 8:00,2922.18,590.71,0,0,1
2016/7/3 9:00,3217.442,812.06,0,0,0
2016/7/3 10:00,3361.69,845.89,0,0,0
2016/7/3 11:00,3452.253,972.43,0,0,0
2016/7/3 12:00,3606.336,1620.65,0,0,0
2016/7/3 13:00,3674.7,1790.85,0,4,0
