2015/1/1 0:00,180.475,67,0,0,0
2015/1/1 1:00,206.634,65,0,0,0
2015/1/1 2:00,200.758,66,0,0,0
2015/1/1 3:00,183.565,66,0,0,0
2015/1/1 4:00,167.91,66,0,0,0
2015/1/1 5:00,179.35,65,0,0,0
2015/1/1 6:00,162.501,66,0,0,0
2015/1/1 7:00,148.392,65,0,0,0
2015/1/1 8:00,170.659,66,0,0,0
2015/1/1 9:00,152.862,65,0,0,0
2015/1/1 10:00,159.296,65,0,0,0
2015/1/1 11:00,163.242,66,0,0,0
2015/1/1 12:00,176.509,70,0,0,0
2015/1/1 13:00,139.605,156,0,0,0
2015/1/1 14:00,125.14,156,0,0,0
2015/1/1 15:00,141.614,156,0,0,0
2015/1/1 16:00,146.598,156,0,0,0
2015/1/1 17:00,147.442,167,0,0,0
2015/1/1 18:00,117.684,199,0,0,0
2015/1/1 19:00,143.288,199,0,0,0
2015/1/1 20:00,152.21,198,0,0,0
2015/1/1 21:00,125.898,198,0,0,0
2015/1/1 22:00,110.184,199,0,0,0
2015/1/1 23:00,127.582,198,0,0,0
2015/1/2 0:00,145.932,177,0,0,0
2015/1/2 1:00,135.259,68,0,0,0
2015/1/2 2:00,113.138,68,0,0,0
2015/1/2 3:00,146.56,68,0,0,0
2015/1/2 4:00,156.628,68,0,0,0
2015/1/2 5:00,140.187,68,0,0,0
2015/1/2 6:00,144.081,68,0,0,0
2015/1/2 7:00,176.073,68,0,0,0
2015/1/2 8:00,203.661,69,0,0,0
2015/1/2 9:00,187.438,68,0,0,0
2015/1/2 10:00,232.336,68,0,0,0
2015/1/2 11:00,201.831,68,0,0,0
2015/1/2 12:00,220.075,83,0,0,0
2015/1/2 13:00,185.126,155,0,0,0
2015/1/2 14:00,183.605,155,0,0,0
2015/1/2 15:00,195.506,155,0,0,0
2015/1/2 16:00,144.986,155,0,0,0
2015/1/2 17:00,177.537,159,0,0,0
2015/1/2 18:00,165.65,159,0,0,0
2015/1/2 19:00,202.215,159,0,0,0
2015/1/2 20:00,181.144,159,0,0,0
2015/1/2 21:00,189.127,159,0,0,0
2015/1/2 22:00,226.89,159,0,0,0
2015/1/2 23:00,197.031,141,0,0,0
2015/1/3 0:00,219.846,67,0,0,0
2015/1/3 1:00,216.313,68,0,0,0
2015/1/3 2:00,215.038,68,0,0,0
2015/1/3 3:00,186.753,69,0,0,0
2015/1/3 4:00,185.675,68,0,0,0
2015/1/3 5:00,187.629,68,0,0,0
2015/1/3 6:00,191.101,69,0,0,0
2015/1/3 7:00,162.453,68,0,0,0
2015/1/3 8:00,190.122,69,0,0,0
2015/1/3 9:00,182.533,69,0,0,0
2015/1/3 10:00,181.294,69,0,0,0
2015/1/3 11:00,187.613,68,0,0,0
2015/1/3 12:00,190.93,68,0,0,0
2015/1/3 13:00,197.793,68,0,0,0
2015/1/3 14:00,174.767,68,0,0,0
2015/1/3 15:00,187.46,79,0,0,0
2015/1/3 16:00,189.628,157,0,0,0
2015/1/3 17:00,182.012,158,0,0,0
2015/1/3 18:00,145.219,159,0,0,0
2015/1/3 19:00,162.186,159,0,0,0
2015/1/3 20:00,148.851,158,0,0,0
2015/1/3 21:00,158.061,159,0,0,0
2015/1/3 22:00,156.556,159,0,0,0
2015/1/3 23:00,132.932,143,0,0,0
2015/1/4 0:00,158.609,67,0,0,0
2015/1/4 1:00,148.03,67,0,0,0
2015/1/4 2:00,167.797,67,0,0,0
2015/1/4 3:00,165.041,66,0,0,0
2015/1/4 4:00,149.305,67,0,0,0
2015/1/4 5:00,187.054,67,0,0,0
2015/1/4 6:00,176.945,67,0,0,0
2015/1/4 7:00,149.167,67,0,0,0
2015/1/4 8:00,176.919,67,0,0,0
2015/1/4 9:00,149.142,67,0,0,0
2015/1/4 10:00,149.117,67,0,0,0
2015/1/4 11:00,149.092,67,0,0,0
2015/1/4 12:00,149.119,67,0,0,0
2015/1/4 13:00,188.397,65,0,0,0
2015/1/4 14:00,153.576,67,0,0,0
2015/1/4 15:00,176.417,65,0,0,0
2015/1/4 16:00,167.24,145,0,0,0
2015/1/4 17:00,158.108,156,0,0,0
2015/1/4 18:00,155.819,156,0,0,0
2015/1/4 19:00,143.006,156,0,0,0
2015/1/4 20:00,176.418,159,0,0,0
2015/1/4 21:00,151.346,159,0,0,0
2015/1/4 22:00,154.099,159,0,0,0
2015/1/4 23:00,153.636,139,0,0,0
2015/1/5 0:00,170.85,67,0,0,0
2015/1/5 1:00,161.642,70,0,0,0
2015/1/5 2:00,125.768,70,0,0,0
2015/1/5 3:00,171.473,69,0,0,0
2015/1/5 4:00,168.41,70,0,0,0
2015/1/5 5:00,167.496,69,0,0,0
2015/1/5 6:00,142.809,69,0,0,0
2015/1/5 7:00,141.21,69,0,0,0
2015/1/5 8:00,165.164,70,0,0,0
2015/1/5 9:00,158.163,70,0,0,0
2015/1/5 10:00,139.896,71,0,0,0
2015/1/5 11:00,150.43,71,0,0,0
2015/1/5 12:00,155.217,71,0,0,0
2015/1/5 13:00,175.085,71,0,0,0
2015/1/5 14:00,160.664,70,0,0,0
2015/1/5 15:00,124.244,71,0,0,0
2015/1/5 16:00,152.025,72,0,0,0
2015/1/5 17:00,113.27,70,0,0,0
2015/1/5 18:00,114.888,138,0,0,0
2015/1/5 19:00,131.632,160,0,0,0
