time,zhexi_in,xiaoxi_out,lengshuijiang_add,xinhua_add,zhexi_add
2016/10/1 11:00,181,77.05,0,0,0
2016/10/1 12:00,181.029,76.83,0,0,0
2016/10/1 13:00,125.481,76.7,0,0,0
2016/10/1 14:00,125.489,198.3,0,0,0
2016/10/1 15:00,125.507,197.82,0,0,0
2016/10/1 16:00,181.037,197.71,0,0,0
2016/10/1 17:00,209.317,197.98,0,0,0
2016/10/1 18:00,95.92,198.04,0,0,0
2016/10/1 19:00,146.393,197.79,0,0,0
2016/10/1 20:00,96.468,197.62,0,0,0
2016/10/1 21:00,98.23,198.08,0,0,0
2016/10/1 22:00,89.371,200.81,0,0,0
2016/10/1 23:00,116.656,200.93,0,0,0
2016/10/2 0:00,278.429,200.7,0,0,1
2016/10/2 1:00,321.373,104.36,0,0,0
2016/10/2 2:00,335.867,77.75,0,0,0
2016/10/2 3:00,303.112,77.85,0,0,0
2016/10/2 4:00,275.799,77.9,0,0,0
2016/10/2 5:00,295.11,77.65,0,0,0
2016/10/2 6:00,265.178,77.65,0,0,0
2016/10/2 7:00,192.504,77.7,0,0,0
2016/10/2 8:00,192.808,77.45,0,0,0
2016/10/2 9:00,197.628,77.6,0,0,0
2016/10/2 10:00,206.494,77.57,0,0,0
2016/10/2 11:00,172.058,77.52,0,0,0
2016/10/2 12:00,82.153,77.95,0,0,0
2016/10/2 13:00,101.996,74.65,0,0,0
2016/10/2 14:00,116.789,74.33,0,0,0
2016/10/2 15:00,239.5,74.32,0,0,0
2016/10/2 16:00,139.821,74.1,0,0,0
2016/10/2 17:00,21.8,99.93,0,0,0
2016/10/2 18:00,125.629,183.62,0,0,0
2016/10/2 19:00,180.934,182.9,0,0,0
2016/10/2 20:00,179.543,182.4,0,0,0
2016/10/2 21:00,179.073,182.65,0,0,0
2016/10/2 22:00,230.96,183.4,0,0,0
2016/10/2 23:00,341.685,183.15,0,0,0
2016/10/3 0:00,173.747,183.2,0,0,0
2016/10/3 1:00,113.944,183.55,0,0,0
2016/10/3 2:00,58.398,184.48,0,0,0
2016/10/3 3:00,56.908,86.99,0,0,0
2016/10/3 4:00,57.062,76.06,0,0,0
2016/10/3 5:00,118.352,75.98,0,0,0
2016/10/3 6:00,289.198,76.2,0,0,0
2016/10/3 7:00,290.963,76.06,0,0,0
2016/10/3 8:00,358.388,75.98,0,0,0
2016/10/3 9:00,195.193,76.2,0,0,0
2016/10/3 10:00,365.212,76.45,0,0,0
2016/10/3 11:00,310.478,76.26,0,0,0
2016/10/3 12:00,142.198,76.16,0,0,0
2016/10/3 13:00,144.877,76.35,0,0,0
2016/10/3 14:00,34.552,193.76,0,0,0
2016/10/3 15:00,197.156,197.22,0,0,0
2016/10/3 16:00,83.954,197.11,0,0,0
2016/10/3 17:00,85.411,200.61,0,0,0
2016/10/3 18:00,145.916,200.99,0,0,0
2016/10/3 19:00,144.288,200.94,0,0,0
2016/10/3 20:00,245.255,200.85,0,0,0
2016/10/3 21:00,191.516,200.7,0,0,0
2016/10/3 22:00,193.841,200.83,0,0,0
2016/10/3 23:00,83.662,200.87,0,0,0
2016/10/4 0:00,134.923,200.9,0,0,0
2016/10/4 1:00,128.341,101.68,0,0,0
2016/10/4 2:00,131.987,75.78,0,0,0
2016/10/4 3:00,127.385,75.89,0,0,0
2016/10/4 4:00,15.992,75.79,0,0,0
2016/10/4 5:00,127.76,75.89,0,0,0
2016/10/4 6:00,189.319,75.84,0,0,0
2016/10/4 7:00,140.769,75.66,0,0,0
2016/10/4 8:00,198.154,75.71,0,0,0
2016/10/4 9:00,88.424,75.74,0,0,0
2016/10/4 10:00,198.823,75.6,0,0,0
2016/10/4 11:00,255.69,75.55,0,0,0
2016/10/4 12:00,137.955,75.8,0,0,0
2016/10/4 13:00,189.841,75.88,0,0,0
2016/10/4 14:00,177.747,75.77,0,0,0
2016/10/4 15:00,211.813,75.53,0,0,0
2016/10/4 16:00,188.487,112.26,0,0,0
2016/10/4 17:00,109.51,198.45,0,0,0
2016/10/4 18:00,203.175,194.28,0,0,0
2016/10/4 19:00,185.444,194.6,0,0,0
2016/10/4 20:00,118.629,197.2,0,0,0
2016/10/4 21:00,119.389,196.98,0,0,0
2016/10/4 22:00,174.459,197.03,0,0,0
2016/10/4 23:00,122.251,196.98,0,0,0
2016/10/5 0:00,123.294,197.03,0,0,0
2016/10/5 1:00,121.184,103.16,0,0,0
2016/10/5 2:00,174.644,75.93,0,0,0
2016/10/5 3:00,230.821,75.98,0,0,0
2016/10/5 4:00,178.998,76.06,0,0,0
2016/10/5 5:00,233.085,75.86,0,0,0
2016/10/5 6:00,177.31,76,0,0,0
2016/10/5 7:00,233.332,75.8,0,0,0
2016/10/5 8:00,182.777,75.8,0,0,0
2016/10/5 9:00,181.85,75.9,0,0,0
2016/10/5 10:00,177.623,75.84,0,0,0
2016/10/5 11:00,174.977,77.2,0,0,0
2016/10/5 12:00,172.989,77.6,0,0,0
2016/10/5 13:00,120.108,76.58,0,0,0
2016/10/5 14:00,116.227,76.7,0,0,0
2016/10/5 15:00,62.364,74.7,0,0,0
2016/10/5 16:00,119.988,74.8,0,0,0
2016/10/5 17:00,118.587,74.85,0,0,0
2016/10/5 18:00,117.785,74.87,0,0,0
2016/10/5 19:00,116.392,74.81,0,0,0
2016/10/5 20:00,169.249,74.92,0,0,0
2016/10/5 21:00,279.575,74.93,0,0,0
2016/10/5 22:00,224.21,74.98,0,0,0
2016/10/5 23:00,225.209,74.84,0,0,0
2016/10/6 0:00,282.814,74.75,0,0,0
2016/10/6 1:00,228.021,75,0,0,0
2016/10/6 2:00,232.678,74.6,0,0,0
2016/10/6 3:00,176.849,74.75,0,0,0
2016/10/6 4:00,176.897,74.65,0,0,0
2016/10/6 5:00,123.356,74.9,0,0,0
2016/10/6 6:00,70.254,74.9,0,0,0
2016/10/6 7:00,124.364,74.8,0,0,0
2016/10/6 8:00,125.925,74.94,0,0,0
2016/10/6 9:00,127.235,75.08,0,0,0
2016/10/6 10:00,149.06,72.97,0,0,0
2016/10/6 11:00,89.598,72.49,0,0,0
2016/10/6 12:00,78.915,72.39,0,0,0
2016/10/6 13:00,39.896,72.55,0,0,0
2016/10/6 14:00,74.774,72.55,0,0,0
