time,zhexi_in,xiaoxi_out,lengshuijiang_add,xinhua_add,zhexi_add
2016/12/31 19:00,179.457,76.2,0,0,0
2016/12/31 20:00,245.65,76.45,0,0,0
2016/12/31 21:00,312.816,76.6,0,0,0
2016/12/31 22:00,184.141,76.75,0,0,0
2016/12/31 23:00,178.886,76.94,0,0,0
2017/1/1 0:00,178.955,76.25,0,0,0
2017/1/1 1:00,181.751,160.71,0,0,0
2017/1/1 2:00,118.588,163.99,0,0,0
2017/1/1 3:00,117.079,163.79,0,0,0
2017/1/1 4:00,113.971,163.7,0,0,0
2017/1/1 5:00,181.412,164,0,0,0
2017/1/1 6:00,117.879,163.99,0,0,0
2017/1/1 7:00,181.055,164.14,0,0,0
2017/1/1 8:00,194.493,164.55,0,0,0
2017/1/1 9:00,283.45,186.26,0,0,0
2017/1/1 10:00,239.421,324.18,0,0,0
2017/1/1 11:00,152.942,322.67,0,0,0
2017/1/1 12:00,259.547,323.91,0,0,0
2017/1/1 13:00,239.867,321.85,0,0,0
2017/1/1 14:00,336.708,325.28,0,0,0
2017/1/1 15:00,226.452,298.99,0,0,0
2017/1/1 16:00,382.989,162,0,0,0
2017/1/1 17:00,519.367,162.13,0,0,0
2017/1/1 18:00,525.619,162.33,0,0,0
2017/1/1 19:00,525.326,162.36,0,0,0
2017/1/1 20:00,394.287,162.38,0,0,0
2017/1/1 21:00,466.032,162.24,0,0,0
2017/1/1 22:00,342.52,162.24,0,0,0
2017/1/1 23:00,211.499,162.16,0,0,0
2017/1/2 0:00,270.216,162.18,0,0,0
2017/1/2 1:00,265.423,160.02,0,0,0
2017/1/2 2:00,348.18,75.55,0,0,0
2017/1/2 3:00,298.195,75.45,0,0,0
2017/1/2 4:00,264.289,75.75,0,0,0
2017/1/2 5:00,306.314,75.7,0,0,0
2017/1/2 6:00,61.354,75.44,0,0,0
2017/1/2 7:00,81.138,75.62,0,0,0
2017/1/2 8:00,50,75.58,0,0,0
2017/1/2 9:00,42.453,75.5,0,0,0
2017/1/2 10:00,124.053,163.94,0,0,0
2017/1/2 11:00,206.493,160.84,0,0,0
2017/1/2 12:00,384.434,163.58,0,0,0
2017/1/2 13:00,292.897,164.36,0,0,0
2017/1/2 14:00,282.581,164.79,0,0,0
2017/1/2 15:00,244.46,165.9,0,0,0
2017/1/2 16:00,195.627,206.3,0,0,0
2017/1/2 17:00,130.505,205.35,0,0,0
2017/1/2 18:00,127.197,67.44,0,0,0
2017/1/2 19:00,202.937,67.68,0,0,0
2017/1/2 20:00,284.546,67.92,0,0,0
