time,zhexi_in,xiaoxi_out,lengshuijiang_add,xinhua_add,zhexi_add
2015/7/2 15:00,510.497,736,0,0,0
2015/7/2 16:00,384.716,733,0,1,0
2015/7/2 17:00,388.787,920,0,0,0
2015/7/2 18:00,361.243,1416,0,0,0
2015/7/2 19:00,291.777,1442,0,0,0
2015/7/2 20:00,294.873,1448,0,0,0
2015/7/2 21:00,380.475,1712,0,0,0
2015/7/2 22:00,423.48,1707,0,0,0
2015/7/2 23:00,461.598,1707,0,0,0
2015/7/3 0:00,691.133,2083,0,0,0
2015/7/3 1:00,785.841,2223,0,0,0
2015/7/3 2:00,972.599,2354,0,0,0
2015/7/3 3:00,1031.685,2355,0,0,0
2015/7/3 4:00,1311.62,2839,0,0,0
2015/7/3 5:00,1593.046,3062,0,0,0
2015/7/3 6:00,1641.577,3192,0,0,0
2015/7/3 7:00,1864.08,3520,0,0,0
2015/7/3 8:00,1981.921,3516,0,0,0
2015/7/3 9:00,2170.21,3641,0,0,1
2015/7/3 10:00,2134.137,3758,1,0,0
2015/7/3 11:00,2266.828,3880,0,0,0
2015/7/3 12:00,2316.517,3876,0,0,1
2015/7/3 13:00,2488.553,3762,0,0,1
2015/7/3 14:00,2748.217,3760,0,0,0
2015/7/3 15:00,2980.295,3744,4,2,0
2015/7/3 16:00,3283.938,3502,2,2,0
2015/7/3 17:00,3401.218,3295,2,0,0
2015/7/3 18:00,3787.744,3051,0,0,1
2015/7/3 19:00,4008.178,2811,0,0,1
2015/7/3 20:00,4162.97,2442,4,2,0
2015/7/3 21:00,4269.417,2556,0,0,6
2015/7/3 22:00,4509.456,2577,0,0,2
2015/7/3 23:00,4648.805,2340,0,0,0
2015/7/4 0:00,4640.816,2277,0,0,0
2015/7/4 1:00,4700.969,2212,0,0,0
2015/7/4 2:00,4707.319,2301,0,0,0
2015/7/4 3:00,4777.899,2033,0,0,0
2015/7/4 4:00,4641.632,2033,0,0,0
2015/7/4 5:00,4634.614,2094,0,0,0
2015/7/4 6:00,4528.52,2084,0,0,0
2015/7/4 7:00,4400.817,1781,0,0,0
2015/7/4 8:00,4232.042,1777,2,1,0
2015/7/4 9:00,4048.026,1853,0,1,0
2015/7/4 10:00,3916.348,1821,0,0,0
2015/7/4 11:00,3710.501,1822,0,0,0
2015/7/4 12:00,3607.349,1700,0,0,0
2015/7/4 13:00,3377.745,1437,0,0,0
2015/7/4 14:00,3370.583,1701,0,0,1
2015/7/4 15:00,3211.786,1820,0,2,0
2015/7/4 16:00,3037.882,1794,0,0,0
2015/7/4 17:00,2908.818,1832,0,0,0
2015/7/4 18:00,2620.214,1438,0,0,0
2015/7/4 19:00,2721.221,1431,0,0,0
2015/7/4 20:00,2637.543,1363,0,1,1
2015/7/4 21:00,2605.809,1176,0,0,0
2015/7/4 22:00,2628.953,969,0,0,0
2015/7/4 23:00,2588.827,1337,0,0,0
2015/7/5 0:00,2818.534,1476,0,0,0
2015/7/5 1:00,2673.993,1558,0,0,0
2015/7/5 2:00,2590.998,1664,0,0,0
2015/7/5 3:00,2497.725,1679,0,0,0
2015/7/5 4:00,2400.501,1677,0,0,0
2015/7/5 5:00,2344.92,1673,0,0,0
2015/7/5 6:00,2185.286,1733,0,0,0
2015/7/5 7:00,2089.121,1568,0,0,0
2015/7/5 8:00,2035.035,1566,0,0,0
2015/7/5 9:00,2159.413,1564,0,0,0
2015/7/5 10:00,2198.193,1355,0,0,0
2015/7/5 11:00,2294.26,1360,0,0,0
2015/7/5 12:00,2268.4,1284,0,0,0
2015/7/5 13:00,2450.574,1238,0,0,0
2015/7/5 14:00,2402.499,1028,0,0,0
2015/7/5 15:00,2389.222,1572,0,0,0
2015/7/5 16:00,2294.875,1440,0,0,0
2015/7/5 17:00,2280.735,1308,0,0,0
2015/7/5 18:00,2154.13,942,0,0,0
2015/7/5 19:00,2114.445,888,0,0,0
2015/7/5 20:00,2021.217,1161,0,0,1
2015/7/5 21:00,1799.727,1219,0,0,0
2015/7/5 22:00,1926.3,1079,0,0,0
2015/7/5 23:00,1844.358,1019,0,0,0
2015/7/6 0:00,2045.33,1021,0,1,0
2015/7/6 1:00,1832.323,1156,0,0,1
2015/7/6 2:00,1817.73,959,1,0,0
2015/7/6 3:00,1831.53,778,0,0,0
2015/7/6 4:00,1788.152,743,0,0,0
2015/7/6 5:00,1714.262,896,0,0,0
2015/7/6 6:00,1574.906,987,2,2,0
2015/7/6 7:00,1526.576,988,0,0,0
2015/7/6 8:00,1679.24,1013,0,0,0
2015/7/6 9:00,1523.937,1017,0,0,0
2015/7/6 10:00,1427.176,954,0,0,0
2015/7/6 11:00,1505.552,805,0,0,0
2015/7/6 12:00,1330.886,802,0,0,0
2015/7/6 13:00,1477.598,802,0,0,0
2015/7/6 14:00,1368.204,802,0,0,0
2015/7/6 15:00,1564.495,800,0,0,0
2015/7/6 16:00,1445.938,799,0,0,0
2015/7/6 17:00,1333.748,962,0,0,0
2015/7/6 18:00,1269.472,976,0,0,0
2015/7/6 19:00,1351.352,820,0,0,0
2015/7/6 20:00,1295.168,768,0,0,0
2015/7/6 21:00,1096.089,740,0,0,0
2015/7/6 22:00,1118.049,741,0,0,0
2015/7/6 23:00,1126.936,742,0,0,0
2015/7/7 0:00,1406.933,740,0,0,0
2015/7/7 1:00,1226.656,770,0,0,0
2015/7/7 2:00,1182.89,765,0,0,0
2015/7/7 3:00,1233.989,764,0,0,0
2015/7/7 4:00,1258.405,763,0,0,0
2015/7/7 5:00,1212.887,764,0,0,0
2015/7/7 6:00,1144.486,735,0,0,0
2015/7/7 7:00,1076.643,736,0,0,0
2015/7/7 8:00,995.609,737,0,0,0
2015/7/7 9:00,1074.107,735,0,0,0
2015/7/7 10:00,1044.407,739,0,0,0
2015/7/7 11:00,1075.754,741,0,0,0
2015/7/7 12:00,1116.734,742,0,0,0
2015/7/7 13:00,1003.731,741,0,0,0
2015/7/7 14:00,1148.643,727,0,0,0
2015/7/7 15:00,789.289,663,0,0,0
2015/7/7 16:00,1041.765,659,0,0,0
2015/7/7 17:00,912.627,659,0,0,0
2015/7/7 18:00,855.182,658,0,0,0
2015/7/7 19:00,839.551,660,0,0,0
2015/7/7 20:00,790.808,658,0,0,0
2015/7/7 21:00,1077.026,606,0,0,0
2015/7/7 22:00,855.154,599,0,0,0
2015/7/7 23:00,932.175,599,0,0,0
2015/7/8 0:00,980.057,603,0,0,0
2015/7/8 1:00,1114.065,506,0,0,0
2015/7/8 2:00,981.856,513,0,0,0
2015/7/8 3:00,966.039,514,0,0,0
2015/7/8 4:00,861.486,517,0,0,0
2015/7/8 5:00,884.19,513,0,0,0
2015/7/8 6:00,838.638,506,0,0,0
2015/7/8 7:00,735.176,507,0,0,0
2015/7/8 8:00,794.087,508,0,0,0
2015/7/8 9:00,808.778,508,0,0,0
2015/7/8 10:00,836.784,502,0,0,0
2015/7/8 11:00,695.448,480,0,0,0
2015/7/8 12:00,563.738,481,0,0,0
2015/7/8 13:00,733.374,481,0,0,0
2015/7/8 14:00,670.566,482,0,0,0
2015/7/8 15:00,655.408,482,0,0,0
2015/7/8 16:00,562.912,483,0,0,0
2015/7/8 17:00,595.72,484,0,0,0
2015/7/8 18:00,607.784,483,0,0,0
2015/7/8 19:00,471.194,483,0,0,0
2015/7/8 20:00,503.674,483,0,0,0
2015/7/8 21:00,474.203,486,0,0,0
2015/7/8 22:00,539.74,485,0,0,0
2015/7/8 23:00,544.04,486,0,0,0
2015/7/9 0:00,601.006,486,0,0,0
2015/7/9 1:00,650.488,484,0,0,0
2015/7/9 2:00,562.699,487,0,0,0
2015/7/9 3:00,636.953,488,0,0,0
2015/7/9 4:00,698.583,487,0,0,0
2015/7/9 5:00,641.789,488,0,0,0
2015/7/9 6:00,508.896,486,0,0,0
2015/7/9 7:00,417.231,487,0,0,0
2015/7/9 8:00,585.301,488,0,0,0
2015/7/9 9:00,492.843,487,0,0,0
2015/7/9 10:00,461.027,467,0,0,0
2015/7/9 11:00,401.538,425,0,0,0
2015/7/9 12:00,542.261,426,0,0,0
2015/7/9 13:00,737.501,428,0,0,0
2015/7/9 14:00,705.146,427,0,0,0
2015/7/9 15:00,675.652,427,0,0,0
2015/7/9 16:00,728.522,426,0,0,0
2015/7/9 17:00,696.464,426,0,0,0
2015/7/9 18:00,571.859,426,0,0,0
2015/7/9 19:00,366.247,436,0,0,0
2015/7/9 20:00,349.55,489,0,0,0
2015/7/9 21:00,355.183,489,0,0,0
2015/7/9 22:00,420.272,489,0,0,0
2015/7/9 23:00,388.704,491,0,0,0
2015/7/10 0:00,579.671,495,0,0,0
2015/7/10 1:00,553.627,291,0,0,0
2015/7/10 2:00,602.801,288,0,0,0
2015/7/10 3:00,634.24,291,0,0,0
2015/7/10 4:00,519.231,292,0,0,0
2015/7/10 5:00,658.11,288,0,0,0
2015/7/10 6:00,485.497,287,0,0,0
2015/7/10 7:00,621.853,288,0,0,1
2015/7/10 8:00,546.035,287,0,0,0
2015/7/10 9:00,448.121,286,0,0,0
2015/7/10 10:00,370.771,287,0,0,0
2015/7/10 11:00,393.347,357,0,0,0
2015/7/10 12:00,424.994,370,0,0,0
2015/7/10 13:00,330.805,370,0,0,0
2015/7/10 14:00,256.67,371,0,0,0
2015/7/10 15:00,267.081,369,0,0,0
2015/7/10 16:00,306.315,368,0,0,0
2015/7/10 17:00,210.841,389,0,0,0
2015/7/10 18:00,216.252,483,0,0,0
2015/7/10 19:00,342.281,486,0,0,0
2015/7/10 20:00,411.38,485,0,0,0
2015/7/10 21:00,426.231,483,0,0,0
2015/7/10 22:00,333.719,486,0,0,0
2015/7/10 23:00,339.225,484,0,0,0
2015/7/11 0:00,401.225,489,0,0,0
2015/7/11 1:00,254.808,291,0,0,0
2015/7/11 2:00,290.7,289,0,0,0
2015/7/11 3:00,349.472,288,0,0,0
2015/7/11 4:00,423.019,287,0,0,0
2015/7/11 5:00,454.705,287,0,0,0
2015/7/11 6:00,420.68,286,0,0,0
2015/7/11 7:00,415.847,286,0,0,0
2015/7/11 8:00,489.483,286,0,0,0
2015/7/11 9:00,420.626,285,0,0,0
2015/7/11 10:00,274.274,354,0,0,0
2015/7/11 11:00,171.199,372,0,0,0
2015/7/11 12:00,301.299,373,0,0,0
2015/7/11 13:00,481.335,373,0,0,0
2015/7/11 14:00,381.976,374,0,0,0
2015/7/11 15:00,272.786,372,0,0,0
2015/7/11 16:00,378.399,369,0,0,0
2015/7/11 17:00,547.321,369,0,0,0
2015/7/11 18:00,362.385,390,0,0,0
2015/7/11 19:00,323.147,480,0,0,0
2015/7/11 20:00,275.498,481,0,0,0
2015/7/11 21:00,477.034,487,0,0,0
2015/7/11 22:00,543.837,484,0,0,0
2015/7/11 23:00,503.037,486,0,0,0
2015/7/12 0:00,521.765,485,0,0,0
2015/7/12 1:00,497.106,291,0,0,0
2015/7/12 2:00,614.288,292,0,0,0
2015/7/12 3:00,537.801,287,0,0,0
2015/7/12 4:00,450.599,286,0,0,0
2015/7/12 5:00,614.411,286,0,0,0
2015/7/12 6:00,681.574,286,0,0,0
2015/7/12 7:00,630.74,286,0,0,0
2015/7/12 8:00,549.959,286,0,0,0
2015/7/12 9:00,646.85,286,0,0,0
2015/7/12 10:00,714.776,286,0,0,0
2015/7/12 11:00,422.886,285,0,0,0
2015/7/12 12:00,281.553,283,0,0,0
2015/7/12 13:00,431.83,371,0,0,0
2015/7/12 14:00,531.668,423,0,0,0
2015/7/12 15:00,526.908,423,0,0,0
2015/7/12 16:00,458.458,377,0,0,0
2015/7/12 17:00,618.161,375,0,0,0
2015/7/12 18:00,520.347,374,0,0,0
2015/7/12 19:00,310.597,375,0,0,0
2015/7/12 20:00,218.092,375,0,0,0
2015/7/12 21:00,239.456,374,0,0,0
2015/7/12 22:00,301.594,374,0,0,0
2015/7/12 23:00,213.56,375,0,0,0
2015/7/13 0:00,501.211,377,0,0,0
2015/7/13 1:00,667.292,211,0,0,0
2015/7/13 2:00,618.806,209,0,0,0
2015/7/13 3:00,630.119,206,0,0,0
2015/7/13 4:00,459.842,208,0,0,0
2015/7/13 5:00,531.101,206,0,0,0
2015/7/13 6:00,532.792,206,0,0,0
2015/7/13 7:00,379.963,206,0,0,0
2015/7/13 8:00,336.505,206,0,0,0
2015/7/13 9:00,234.647,206,0,0,0
2015/7/13 10:00,380.196,279,0,0,0
2015/7/13 11:00,371.319,284,0,0,0
2015/7/13 12:00,284.595,284,0,0,0
2015/7/13 13:00,237.859,285,0,0,0
2015/7/13 14:00,283.706,284,0,0,0
2015/7/13 15:00,313.554,286,0,0,0
2015/7/13 16:00,177.687,285,0,0,0
2015/7/13 17:00,359.072,257,0,0,0
2015/7/13 18:00,173.323,159,0,0,0
2015/7/13 19:00,231.486,159,0,0,0
2015/7/13 20:00,331.505,240,0,0,0
2015/7/13 21:00,228.362,395,0,0,0
2015/7/13 22:00,368.332,507,0,0,0
2015/7/13 23:00,133.073,510,0,0,0
2015/7/14 0:00,273.748,513,0,0,0
2015/7/14 1:00,405.135,188,0,0,0
2015/7/14 2:00,373.533,183,0,0,0
2015/7/14 3:00,410.872,183,0,0,0
2015/7/14 4:00,467.851,183,0,0,0
2015/7/14 5:00,426.064,183,0,0,0
2015/7/14 6:00,461.63,183,0,0,0
2015/7/14 7:00,367.241,184,0,0,0
2015/7/14 8:00,404.787,188,0,0,0
2015/7/14 9:00,473.455,184,0,0,0
2015/7/14 10:00,346.909,211,0,0,0
2015/7/14 11:00,411.322,211,0,0,0
2015/7/14 12:00,344.512,212,0,0,0
2015/7/14 13:00,342.781,213,0,0,0
2015/7/14 14:00,50.272,213,0,0,0
2015/7/14 15:00,208.633,213,0,0,0
2015/7/14 16:00,190.848,212,0,0,0
2015/7/14 17:00,277.95,212,0,0,0
2015/7/14 18:00,293.659,185,0,0,0
2015/7/14 19:00,175.286,185,0,0,0
2015/7/14 20:00,293.075,185,0,0,0
2015/7/14 21:00,139.898,186,0,0,0
2015/7/14 22:00,186.958,186,0,0,0
2015/7/14 23:00,216.798,186,0,0,0
2015/7/15 0:00,176.675,186,0,0,0
2015/7/15 1:00,270.519,201,0,0,0
2015/7/15 2:00,323.063,265,0,0,0
2015/7/15 3:00,230.682,264,0,0,0
2015/7/15 4:00,306.746,264,0,0,0
2015/7/15 5:00,210.047,264,0,0,0
2015/7/15 6:00,286.145,264,0,0,0
2015/7/15 7:00,247.034,264,0,0,0
2015/7/15 8:00,295.862,265,0,0,0
2015/7/15 9:00,395.3,264,0,0,0
2015/7/15 10:00,326.813,218,0,0,0
2015/7/15 11:00,337.567,202,0,0,0
2015/7/15 12:00,212.89,206,0,0,0
2015/7/15 13:00,338.984,206,0,0,0
2015/7/15 14:00,266.922,206,0,0,0
2015/7/15 15:00,249.66,206,0,0,0
2015/7/15 16:00,312.57,206,0,0,0
2015/7/15 17:00,317.041,208,0,0,0
2015/7/15 18:00,405.856,207,0,0,0
2015/7/15 19:00,353.342,207,0,0,0
2015/7/15 20:00,337.195,207,0,0,0
2015/7/15 21:00,331.539,207,0,0,0
2015/7/15 22:00,295.267,210,10,0,0
2015/7/15 23:00,399.621,210,0,0,0
2015/7/16 0:00,284.294,210,0,0,2
2015/7/16 1:00,262.719,203,0,0,0
2015/7/16 2:00,287.819,284,0,0,0
2015/7/16 3:00,289.035,284,0,0,0
2015/7/16 4:00,306.685,284,0,0,1
2015/7/16 5:00,259.027,522,0,0,0
2015/7/16 6:00,430.222,537,0,0,0
2015/7/16 7:00,399.36,544,0,0,0
2015/7/16 8:00,431.795,550,2,1,0
2015/7/16 9:00,486.506,547,1,1,0
2015/7/16 10:00,486.988,547,0,0,0
2015/7/16 11:00,486.987,212,0,0,0
2015/7/16 12:00,537.914,212,0,0,0
2015/7/16 13:00,588.841,211,0,0,0
2015/7/16 14:00,690.711,205,0,0,0
2015/7/16 15:00,730.733,206,0,0,0
2015/7/16 16:00,826.545,207,0,0,0
2015/7/16 17:00,826.545,207,0,0,0
2015/7/16 18:00,826.545,404,0,0,0
2015/7/16 19:00,775.619,426,0,0,0
2015/7/16 20:00,724.676,424,0,1,0
2015/7/16 21:00,622.824,424,0,0,0
2015/7/16 22:00,470.024,421,0,0,0
2015/7/16 23:00,470.024,421,0,0,0
2015/7/17 0:00,368.196,423,0,0,0
2015/7/17 1:00,419.316,378,0,0,0
2015/7/17 2:00,368.391,378,0,0,0
2015/7/17 3:00,419.311,378,0,0,0
2015/7/17 4:00,521.356,379,0,0,0
2015/7/17 5:00,521.354,378,0,0,0
2015/7/17 6:00,572.253,378,0,0,0
2015/7/17 7:00,623.175,377,0,0,0
2015/7/17 8:00,674.098,375,0,0,0
2015/7/17 9:00,674.123,375,0,0,0
2015/7/17 10:00,680.538,374,0,0,0
2015/7/17 11:00,673.089,375,0,0,0
2015/7/17 12:00,579.662,373,0,0,0
2015/7/17 13:00,630.394,374,0,0,0
2015/7/17 14:00,579.464,373,0,0,0
2015/7/17 15:00,579.46,373,0,0,0
2015/7/17 16:00,521.919,374,0,0,0
2015/7/17 17:00,529.363,375,0,0,0
2015/7/17 18:00,632.829,376,0,0,0
2015/7/17 19:00,508.909,375,0,0,0
2015/7/17 20:00,579.059,375,0,0,0
2015/7/17 21:00,598.212,375,0,0,0
2015/7/17 22:00,614.773,375,0,0,0
2015/7/17 23:00,614.789,377,0,0,0
2015/7/18 0:00,553.819,377,0,0,0
2015/7/18 1:00,575.882,199,0,0,0
2015/7/18 2:00,505.729,198,0,0,0
2015/7/18 3:00,486.55,198,0,0,0
2015/7/18 4:00,520.912,198,0,0,0
2015/7/18 5:00,520.893,199,0,0,0
2015/7/18 6:00,520.891,198,0,0,0
2015/7/18 7:00,520.915,198,0,0,0
2015/7/18 8:00,520.915,198,0,0,0
2015/7/18 9:00,485.18,198,0,0,0
