time,zhexi_in,xiaoxi_out,lengshuijiang_add,xinhua_add,zhexi_add
2015/10/1 23:00,280.046,375,0,0,0
2015/10/2 0:00,417.285,374,0,0,0
2015/10/2 1:00,442.426,270,0,0,0
2015/10/2 2:00,404.231,270,0,0,0
2015/10/2 3:00,449.84,266,0,0,0
2015/10/2 4:00,451.136,266,0,0,0
2015/10/2 5:00,519.281,268,0,0,0
2015/10/2 6:00,586.662,268,0,0,0
2015/10/2 7:00,551.263,269,0,0,0
2015/10/2 8:00,472.731,268,0,0,0
2015/10/2 9:00,375.715,268,0,0,0
2015/10/2 10:00,324.694,269,0,0,0
2015/10/2 11:00,378.903,269,0,0,0
2015/10/2 12:00,326.486,268,0,0,0
2015/10/2 13:00,367.397,269,0,0,0
2015/10/2 14:00,392.848,269,0,0,0
2015/10/2 15:00,379.03,266,0,0,0
2015/10/2 16:00,386.482,260,0,0,0
2015/10/2 17:00,374.173,261,0,0,0
2015/10/2 18:00,244.699,286,0,0,0
2015/10/2 19:00,316.205,287,0,0,0
2015/10/2 20:00,355.834,288,0,0,0
2015/10/2 21:00,293.552,289,0,0,0
2015/10/2 22:00,318.586,289,1,0,0
2015/10/2 23:00,271.691,289,0,0,0
2015/10/3 0:00,443.575,289,0,0,0
2015/10/3 1:00,395.269,261,0,0,0
2015/10/3 2:00,329.462,260,0,0,0
2015/10/3 3:00,422.019,260,0,0,0
2015/10/3 4:00,423.745,260,0,0,0
2015/10/3 5:00,402.367,260,0,0,0
2015/10/3 6:00,338.006,260,0,0,0
2015/10/3 7:00,324.197,261,0,0,0
2015/10/3 8:00,304.382,260,0,0,0
2015/10/3 9:00,414.038,266,0,0,0
2015/10/3 10:00,359.817,264,0,0,0
2015/10/3 11:00,467.626,264,0,0,0
2015/10/3 12:00,286.447,265,0,0,0
2015/10/3 13:00,309.96,264,0,0,0
2015/10/3 14:00,399.214,264,0,0,0
2015/10/3 15:00,297.416,264,0,0,0
2015/10/3 16:00,198.428,264,0,0,0
2015/10/3 17:00,210.204,265,0,0,0
2015/10/3 18:00,536.037,268,0,0,0
2015/10/3 19:00,322.722,267,0,0,0
2015/10/3 20:00,225.951,268,0,0,0
2015/10/3 21:00,278.965,272,0,0,0
2015/10/3 22:00,423.81,271,0,0,0
2015/10/3 23:00,343.908,271,0,0,0
2015/10/4 0:00,155.328,270,0,0,0
2015/10/4 1:00,283.052,163,0,0,0
2015/10/4 2:00,420.82,222,0,0,0
2015/10/4 3:00,365.013,165,0,0,0
2015/10/4 4:00,378.851,166,0,0,0
2015/10/4 5:00,285.403,166,0,0,0
2015/10/4 6:00,280.84,166,0,0,0
2015/10/4 7:00,314.69,166,0,0,0
2015/10/4 8:00,230.371,166,0,0,0
2015/10/4 9:00,300.418,163,0,0,0
2015/10/4 10:00,201.408,164,0,0,0
2015/10/4 11:00,234.265,163,0,0,0
2015/10/4 12:00,160.316,163,0,0,0
